Date,Close
,^GDAXI
2010-01-31,5608.7900390625
2010-02-28,5598.4599609375
2010-03-31,6153.5498046875
2010-04-30,6135.7001953125
2010-05-31,5964.330078125
2010-06-30,5965.52001953125
2010-07-31,6147.97021484375
2010-08-31,5925.22021484375
2010-09-30,6229.02001953125
2010-10-31,6601.3701171875
2010-11-30,6688.490234375
2010-12-31,6914.18994140625
2011-01-31,7077.47998046875
2011-02-28,7272.31982421875
2011-03-31,7041.31005859375
2011-04-30,7514.4599609375
2011-05-31,7293.68994140625
2011-06-30,7376.240234375
2011-07-31,7158.77001953125
2011-08-31,5784.85009765625
2011-09-30,5502.02001953125
2011-10-31,6141.33984375
2011-11-30,6088.83984375
2011-12-31,5898.35009765625
2012-01-31,6458.91015625
2012-02-29,6856.080078125
2012-03-31,6946.830078125
2012-04-30,6761.18994140625
2012-05-31,6264.3798828125
2012-06-30,6416.27978515625
2012-07-31,6772.259765625
2012-08-31,6970.7900390625
2012-09-30,7216.14990234375
2012-10-31,7260.6298828125
2012-11-30,7405.5
2012-12-31,7612.39013671875
2013-01-31,7776.0498046875
2013-02-28,7741.7001953125
2013-03-31,7795.31005859375
2013-04-30,7913.7099609375
2013-05-31,8348.83984375
2013-06-30,7959.22021484375
2013-07-31,8275.9697265625
2013-08-31,8103.14990234375
2013-09-30,8594.400390625
2013-10-31,9033.919921875
2013-11-30,9405.2998046875
2013-12-31,9552.16015625
2014-01-31,9306.48046875
2014-02-28,9692.080078125
2014-03-31,9555.91015625
2014-04-30,9603.23046875
2014-05-31,9943.26953125
2014-06-30,9833.0703125
2014-07-31,9407.48046875
2014-08-31,9470.169921875
2014-09-30,9474.2998046875
2014-10-31,9326.8701171875
2014-11-30,9980.849609375
2014-12-31,9805.5498046875
2015-01-31,10694.3203125
2015-02-28,11401.66015625
2015-03-31,11966.169921875
2015-04-30,11454.3798828125
2015-05-31,11413.8203125
2015-06-30,10944.9697265625
2015-07-31,11308.990234375
2015-08-31,10259.4599609375
2015-09-30,9660.4404296875
2015-10-31,10850.1396484375
2015-11-30,11382.23046875
2015-12-31,10743.009765625
2016-01-31,9798.1103515625
2016-02-29,9495.400390625
2016-03-31,9965.509765625
2016-04-30,10038.9697265625
2016-05-31,10262.740234375
2016-06-30,9680.08984375
2016-07-31,10337.5
2016-08-31,10592.6904296875
2016-09-30,10511.01953125
2016-10-31,10665.009765625
2016-11-30,10640.2998046875
2016-12-31,11481.0595703125
2017-01-31,11535.3095703125
2017-02-28,11834.41015625
2017-03-31,12312.8701171875
2017-04-30,12438.009765625
2017-05-31,12615.0595703125
2017-06-30,12325.1201171875
2017-07-31,12118.25
2017-08-31,12055.83984375
2017-09-30,12828.8603515625
2017-10-31,13229.5703125
2017-11-30,13023.98046875
2017-12-31,12917.6396484375
2018-01-31,13189.48046875
2018-02-28,12435.849609375
2018-03-31,12096.73046875
2018-04-30,12612.1103515625
2018-05-31,12604.8896484375
2018-06-30,12306.0
2018-07-31,12805.5
2018-08-31,12364.0595703125
2018-09-30,12246.73046875
2018-10-31,11447.509765625
2018-11-30,11257.240234375
2018-12-31,10558.9599609375
2019-01-31,11173.099609375
2019-02-28,11515.6396484375
2019-03-31,11526.0400390625
2019-04-30,12344.080078125
2019-05-31,11726.83984375
2019-06-30,12398.7998046875
2019-07-31,12189.0400390625
2019-08-31,11939.2802734375
2019-09-30,12428.080078125
2019-10-31,12866.7900390625
2019-11-30,13236.3798828125
2019-12-31,13249.009765625
2020-01-31,12981.9697265625
2020-02-29,11890.349609375
2020-03-31,9935.83984375
2020-04-30,10861.6396484375
2020-05-31,11586.849609375
2020-06-30,12310.9296875
2020-07-31,12313.3603515625
2020-08-31,12945.3798828125
2020-09-30,12760.73046875
2020-10-31,11556.48046875
2020-11-30,13291.16015625
2020-12-31,13718.7802734375
2021-01-31,13432.8701171875
2021-02-28,13786.2900390625
2021-03-31,15008.33984375
2021-04-30,15135.91015625
2021-05-31,15421.1298828125
2021-06-30,15531.0400390625
2021-07-31,15544.3896484375
2021-08-31,15835.08984375
2021-09-30,15260.6904296875
2021-10-31,15688.76953125
2021-11-30,15100.1298828125
2021-12-31,15884.8603515625
2022-01-31,15471.2001953125
2022-02-28,14461.01953125
2022-03-31,14414.75
2022-04-30,14097.8798828125
2022-05-31,14388.349609375
2022-06-30,12783.76953125
2022-07-31,13484.0498046875
2022-08-31,12834.9599609375
2022-09-30,12114.3603515625
2022-10-31,13253.740234375
2022-11-30,14397.0400390625
2022-12-31,13923.58984375
2023-01-31,15128.26953125
2023-02-28,15365.1396484375
2023-03-31,15628.83984375
2023-04-30,15922.3798828125
2023-05-31,15664.01953125
2023-06-30,16147.900390625
2023-07-31,16446.830078125
2023-08-31,15947.080078125
2023-09-30,15386.580078125
2023-10-31,14810.33984375
2023-11-30,16215.4296875
2023-12-31,16751.640625
2024-01-31,16903.759765625
2024-02-29,17678.189453125
2024-03-31,18492.490234375
2024-04-30,17932.169921875
2024-05-31,18497.939453125
2024-06-30,18235.44921875
2024-07-31,18508.650390625
2024-08-31,18906.919921875
2024-09-30,19324.9296875
2024-10-31,19077.5390625
2024-11-30,19626.44921875
2024-12-31,19909.140625
